,number,value,datetime_start,datetime_complete,duration,params_ADBE_VRSN_beta_win,params_ADBE_VRSN_trade_freq,params_ADBE_VRSN_z_entry,params_ADBE_VRSN_z_exit,params_ADBE_VRSN_z_win,params_ADSK_VRSN_beta_win,params_ADSK_VRSN_trade_freq,params_ADSK_VRSN_z_entry,params_ADSK_VRSN_z_exit,params_ADSK_VRSN_z_win,params_ANSS_VRSN_beta_win,params_ANSS_VRSN_trade_freq,params_ANSS_VRSN_z_entry,params_ANSS_VRSN_z_exit,params_ANSS_VRSN_z_win,params_ASML_BIIB_beta_win,params_ASML_BIIB_trade_freq,params_ASML_BIIB_z_entry,params_ASML_BIIB_z_exit,params_ASML_BIIB_z_win,params_BIIB_KLAC_beta_win,params_BIIB_KLAC_trade_freq,params_BIIB_KLAC_z_entry,params_BIIB_KLAC_z_exit,params_BIIB_KLAC_z_win,params_COST_VRSN_beta_win,params_COST_VRSN_trade_freq,params_COST_VRSN_z_entry,params_COST_VRSN_z_exit,params_COST_VRSN_z_win,params_EBAY_BIIB_beta_win,params_EBAY_BIIB_trade_freq,params_EBAY_BIIB_z_entry,params_EBAY_BIIB_z_exit,params_EBAY_BIIB_z_win,params_GOOGL_GOOG_beta_win,params_GOOGL_GOOG_trade_freq,params_GOOGL_GOOG_z_entry,params_GOOGL_GOOG_z_exit,params_GOOGL_GOOG_z_win,params_LRCX_BIIB_beta_win,params_LRCX_BIIB_trade_freq,params_LRCX_BIIB_z_entry,params_LRCX_BIIB_z_exit,params_LRCX_BIIB_z_win,params_PDD_TEAM_beta_win,params_PDD_TEAM_trade_freq,params_PDD_TEAM_z_entry,params_PDD_TEAM_z_exit,params_PDD_TEAM_z_win,params_PTON_SGEN_beta_win,params_PTON_SGEN_trade_freq,params_PTON_SGEN_z_entry,params_PTON_SGEN_z_exit,params_PTON_SGEN_z_win,params_PTON_TSLA_beta_win,params_PTON_TSLA_trade_freq,params_PTON_TSLA_z_entry,params_PTON_TSLA_z_exit,params_PTON_TSLA_z_win,params_SNPS_VRSN_beta_win,params_SNPS_VRSN_trade_freq,params_SNPS_VRSN_z_entry,params_SNPS_VRSN_z_exit,params_SNPS_VRSN_z_win,params_TSLA_AMD_beta_win,params_TSLA_AMD_trade_freq,params_TSLA_AMD_z_entry,params_TSLA_AMD_z_exit,params_TSLA_AMD_z_win,params_TSLA_XLNX_beta_win,params_TSLA_XLNX_trade_freq,params_TSLA_XLNX_z_entry,params_TSLA_XLNX_z_exit,params_TSLA_XLNX_z_win,params_pairs_to_trade,state
187,187,4.516220410321749,2025-05-29 23:59:07.790076,2025-05-29 23:59:08.793166,0 days 00:00:01.003090,,,,,,,,,,,,,,,,180.0,14m,1.7000000000000002,-1.9,560.0,,,,,,170.0,33m,0.8,-2.3,470.0,,,,,,550,26m,2.6,-3.2,280,,,,,,500.0,47m,3.5,-0.5,600.0,,,,,,250,2m,3.5,-1.0,180,970,34m,1.8,-0.19999999999999973,930,,,,,,,,,,,2,COMPLETE
188,188,1.2101786826448897,2025-05-29 23:59:08.801582,2025-05-29 23:59:09.721402,0 days 00:00:00.919820,,,,,,,,,,,,,,,,190.0,14m,1.7000000000000002,-2.0,550.0,,,,,,230.0,33m,0.9,-2.3,350.0,,,,,,560,26m,2.6,-3.0,280,,,,,,480.0,47m,3.3000000000000003,-0.5999999999999996,630.0,,,,,,260,17m,3.5,-1.0,210,980,34m,1.7000000000000002,-0.2999999999999998,940,,,,,,,,,,,2,COMPLETE
189,189,3.0792414739223255,2025-05-29 23:59:09.729079,2025-05-29 23:59:10.658360,0 days 00:00:00.929281,,,,,,,,,,,,,,,,160.0,33m,1.6,-1.9,520.0,,,,,,210.0,24m,0.8,-2.7,490.0,,,,,,540,55m,2.5,-3.2,300,,,,,,440.0,50m,3.2,-0.2999999999999998,650.0,,,,,,390,36m,3.3000000000000003,-1.0999999999999996,130,940,46m,2.0,-0.19999999999999973,920,,,,,,,,,,,2,COMPLETE
190,190,1.675629680121841,2025-05-29 23:59:10.666838,2025-05-29 23:59:11.607420,0 days 00:00:00.940582,,,,,,,,,,,,,,,,180.0,14m,1.6,-1.9,570.0,,,,,,80.0,46m,2.1,-2.4,230.0,,,,,,590,26m,2.7,-2.8,260,,,,,,500.0,59m,3.4000000000000004,-0.5,610.0,,,,,,550,35m,3.5,-0.6999999999999997,250,910,34m,1.6,-0.19999999999999973,970,,,,,,,,,,,2,COMPLETE
191,191,-0.06745087527570515,2025-05-29 23:59:11.607420,2025-05-29 23:59:12.638920,0 days 00:00:01.031500,,,,,,,,,,,,,,,,150.0,14m,1.8,-1.5999999999999999,630.0,,,,,,150.0,35m,1.9000000000000001,-2.3,420.0,,,,,,560,57m,2.6,-3.4,200,,,,,,470.0,29m,3.5,-0.19999999999999973,600.0,,,,,,450,7m,3.3000000000000003,-0.8999999999999999,320,950,34m,1.8,-0.3999999999999999,900,,,,,,,,,,,2,COMPLETE
192,192,,2025-05-29 23:59:12.638920,2025-05-29 23:59:13.609469,0 days 00:00:00.970549,,,,,,,,,,,,,,,,90.0,35m,2.6,-1.7999999999999998,540.0,,,,,,270.0,50m,0.8,-2.4,300.0,,,,,,500,27m,2.5,-3.3,340,,,,,,530.0,47m,3.3000000000000003,-0.3999999999999999,560.0,,,,,,210,31m,3.5,-0.8999999999999999,180,890,45m,2.1,-0.2999999999999998,950,,,,,,,,,,,2,FAIL
193,193,,2025-05-29 23:59:13.617800,2025-05-29 23:59:14.650651,0 days 00:00:01.032851,,,,,,,,,,,,,,,,280.0,20m,2.6,-1.7999999999999998,540.0,,,,,,270.0,50m,0.8,-2.6,470.0,,,,,,500,27m,2.5,-3.3,330,,,,,,530.0,50m,3.3000000000000003,0.0,580.0,,,,,,220,31m,3.5,-0.8999999999999999,940,890,33m,1.9000000000000001,-0.2999999999999998,960,,,,,,,,,,,2,FAIL
194,194,2.602634843824498,2025-05-29 23:59:14.657614,2025-05-29 23:59:15.724622,0 days 00:00:01.067008,,,,,,,,,,,,,,,,90.0,21m,2.6,-1.7999999999999998,540.0,,,,,,270.0,33m,0.8,-2.4,300.0,,,,,,500,34m,2.5,-2.6,330,,,,,,520.0,50m,3.3000000000000003,-0.3999999999999999,700.0,,,,,,210,2m,3.5,-0.8999999999999999,180,890,21m,2.1,-0.2999999999999998,960,,,,,,,,,,,2,COMPLETE
195,195,1.7078440566491162,2025-05-29 23:59:15.740480,2025-05-29 23:59:16.739842,0 days 00:00:00.999362,,,,,,,,,,,,,,,,310.0,20m,1.4000000000000001,-2.0999999999999996,490.0,,,,,,180.0,7m,1.8,-2.6,450.0,,,,,,570,37m,2.7,-3.3,270,,,,,,540.0,55m,3.5,-3.4,560.0,,,,,,280,43m,3.4000000000000004,-1.0,270,970,45m,1.9000000000000001,-0.09999999999999964,920,,,,,,,,,,,2,COMPLETE
196,196,2.6991416325282356,2025-05-29 23:59:16.755963,2025-05-29 23:59:17.765708,0 days 00:00:01.009745,,,,,,,,,,,,,,,,110.0,37m,1.9000000000000001,-1.7,590.0,,,,,,170.0,53m,1.5,-2.0999999999999996,470.0,,,,,,530,30m,3.0,-3.1,230,,,,,,570.0,35m,3.5,0.0,520.0,,,,,,240,2m,3.4000000000000004,-0.7999999999999998,160,990,59m,1.8,-0.09999999999999964,870,,,,,,,,,,,2,COMPLETE
197,197,1.1143806497651347,2025-05-29 23:59:17.765708,2025-05-29 23:59:18.749183,0 days 00:00:00.983475,,,,,,,,,,,,,,,,140.0,19m,2.1,-1.7999999999999998,610.0,,,,,,130.0,16m,1.6,-1.9,500.0,,,,,,520,17m,2.8000000000000003,-2.9,250,,,,,,630.0,47m,3.4000000000000004,-0.09999999999999964,540.0,,,,,,250,31m,3.5,-0.7999999999999998,190,1000,33m,1.9000000000000001,-0.19999999999999973,880,,,,,,,,,,,2,COMPLETE
198,198,2.0141843340956993,2025-05-29 23:59:18.765313,2025-05-29 23:59:19.719297,0 days 00:00:00.953984,,,,,,,,,,,,,,,,60.0,35m,2.0,-1.5999999999999999,570.0,,,,,,220.0,20m,0.7000000000000001,-2.2,440.0,,,,,,490,27m,2.9000000000000004,-3.2,110,,,,,,600.0,22m,3.5,-0.19999999999999973,590.0,,,,,,220,45m,3.4000000000000004,-0.5999999999999996,230,980,40m,1.7000000000000002,0.0,850,,,,,,,,,,,2,COMPLETE
199,199,-0.07222827150870922,2025-05-29 23:59:19.735001,2025-05-29 23:59:20.784314,0 days 00:00:01.049313,,,,,,,,,,,,,,,,120.0,7m,2.2,-1.7,650.0,,,,,,200.0,32m,1.9000000000000001,-2.0,400.0,,,,,,450,36m,2.6,-3.1,190,,,,,,500.0,18m,3.3000000000000003,-0.09999999999999964,490.0,,,,,,180,16m,3.4000000000000004,-0.6999999999999997,950,930,47m,2.0,-0.09999999999999964,830,,,,,,,,,,,2,COMPLETE
