,number,value,datetime_start,datetime_complete,duration,params_ADI_VRSK_beta_win,params_ADI_VRSK_trade_freq,params_ADI_VRSK_z_entry,params_ADI_VRSK_z_exit,params_ADI_VRSK_z_win,params_ADP_EXPE_beta_win,params_ADP_EXPE_trade_freq,params_ADP_EXPE_z_entry,params_ADP_EXPE_z_exit,params_ADP_EXPE_z_win,params_AMAT_HOLX_beta_win,params_AMAT_HOLX_trade_freq,params_AMAT_HOLX_z_entry,params_AMAT_HOLX_z_exit,params_AMAT_HOLX_z_win,params_AMZN_IDXX_beta_win,params_AMZN_IDXX_trade_freq,params_AMZN_IDXX_z_entry,params_AMZN_IDXX_z_exit,params_AMZN_IDXX_z_win,params_ATVI_EA_beta_win,params_ATVI_EA_trade_freq,params_ATVI_EA_z_entry,params_ATVI_EA_z_exit,params_ATVI_EA_z_win,params_BIIB_MXIM_beta_win,params_BIIB_MXIM_trade_freq,params_BIIB_MXIM_z_entry,params_BIIB_MXIM_z_exit,params_BIIB_MXIM_z_win,params_CELG_HOLX_beta_win,params_CELG_HOLX_trade_freq,params_CELG_HOLX_z_entry,params_CELG_HOLX_z_exit,params_CELG_HOLX_z_win,params_HOLX_MELI_beta_win,params_HOLX_MELI_trade_freq,params_HOLX_MELI_z_entry,params_HOLX_MELI_z_exit,params_HOLX_MELI_z_win,params_NFLX_BMRN_beta_win,params_NFLX_BMRN_trade_freq,params_NFLX_BMRN_z_entry,params_NFLX_BMRN_z_exit,params_NFLX_BMRN_z_win,params_PAYX_EXPE_beta_win,params_PAYX_EXPE_trade_freq,params_PAYX_EXPE_z_entry,params_PAYX_EXPE_z_exit,params_PAYX_EXPE_z_win,params_TSLA_ATVI_beta_win,params_TSLA_ATVI_trade_freq,params_TSLA_ATVI_z_entry,params_TSLA_ATVI_z_exit,params_TSLA_ATVI_z_win,params_TSLA_EA_beta_win,params_TSLA_EA_trade_freq,params_TSLA_EA_z_entry,params_TSLA_EA_z_exit,params_TSLA_EA_z_win,params_TSLA_TTWO_beta_win,params_TSLA_TTWO_trade_freq,params_TSLA_TTWO_z_entry,params_TSLA_TTWO_z_exit,params_TSLA_TTWO_z_win,params_VOD_HOLX_beta_win,params_VOD_HOLX_trade_freq,params_VOD_HOLX_z_entry,params_VOD_HOLX_z_exit,params_VOD_HOLX_z_win,params_WDC_HSIC_beta_win,params_WDC_HSIC_trade_freq,params_WDC_HSIC_z_entry,params_WDC_HSIC_z_exit,params_WDC_HSIC_z_win,params_pairs_to_trade,state
163,163,-3.647709868937019,2025-05-29 23:27:28.023902,2025-05-29 23:27:29.007507,0 days 00:00:00.983605,,,,,,180.0,26m,1.6,-3.2,390.0,,,,,,530.0,46m,2.8000000000000003,-0.2999999999999998,270.0,580.0,24m,2.6,-2.0,560.0,,,,,,,,,,,650.0,17m,2.0,-1.0,560.0,830,9m,1.2000000000000002,-0.8999999999999999,890,190,57m,3.4000000000000004,-1.1999999999999997,850,,,,,,650.0,12m,2.1,-1.2999999999999998,420.0,,,,,,430,56m,3.4000000000000004,-1.2999999999999998,370,780.0,33m,0.7000000000000001,-1.5999999999999999,510.0,3,COMPLETE
164,164,,2025-05-29 23:27:29.018983,2025-05-29 23:27:29.988805,0 days 00:00:00.969822,,,,,,210.0,40m,1.2000000000000002,-3.0,330.0,,,,,,510.0,27m,2.2,-0.19999999999999973,300.0,620.0,25m,2.8000000000000003,-1.7999999999999998,630.0,,,,,,,,,,,720.0,45m,2.1,-0.6999999999999997,950.0,680,54m,0.9,-1.0,90,250,50m,3.0,-1.2999999999999998,800,,,,,,590.0,21m,1.7000000000000002,-1.4,370.0,,,,,,310,23m,3.2,-2.4,410,710.0,17m,3.3000000000000003,-1.5999999999999999,580.0,3,FAIL
165,165,0.16859676630456769,2025-05-29 23:27:29.998861,2025-05-29 23:27:30.998865,0 days 00:00:01.000004,,,,,,260.0,54m,1.2000000000000002,-3.0,320.0,,,,,,770.0,2m,2.2,-0.19999999999999973,250.0,620.0,6m,2.7,-1.7,640.0,,,,,,,,,,,670.0,17m,1.9000000000000001,-0.6999999999999997,950.0,700,42m,0.9,-1.1999999999999997,90,270,7m,3.0,-1.2999999999999998,870,,,,,,610.0,12m,1.7000000000000002,-1.5,370.0,,,,,,320,43m,3.2,-1.7999999999999998,340,700.0,8m,1.2000000000000002,-1.5999999999999999,580.0,3,COMPLETE
166,166,2.754749683781919,2025-05-29 23:27:31.006954,2025-05-29 23:27:32.060138,0 days 00:00:01.053184,,,,,,210.0,48m,1.3,-2.9,360.0,,,,,,650.0,27m,2.4000000000000004,-0.09999999999999964,300.0,200.0,21m,2.8000000000000003,-1.7999999999999998,610.0,,,,,,,,,,,720.0,17m,2.0,-0.7999999999999998,530.0,790,5m,1.3,-1.7,790,240,49m,3.1,-1.0999999999999996,810,,,,,,740.0,32m,1.9000000000000001,-1.0,550.0,,,,,,340,23m,3.3000000000000003,-1.0999999999999996,400,860.0,6m,0.9,-1.7,630.0,3,COMPLETE
167,167,3.1373445341350576,2025-05-29 23:27:32.070900,2025-05-29 23:27:33.056134,0 days 00:00:00.985234,,,,,,320.0,7m,1.1,-2.7,340.0,,,,,,520.0,2m,2.9000000000000004,-0.5999999999999996,220.0,530.0,34m,2.2,-1.9,590.0,,,,,,,,,,,690.0,53m,2.3000000000000003,-0.8999999999999999,80.0,800,54m,1.0,-1.0,860,160,46m,3.3000000000000003,-1.0999999999999996,790,,,,,,570.0,45m,2.2,-1.4,350.0,,,,,,370,45m,3.1,-1.5,430,770.0,26m,1.0,-1.5,480.0,3,COMPLETE
168,168,1.978376053052513,2025-05-29 23:27:33.063431,2025-05-29 23:27:34.232224,0 days 00:00:01.168793,,,,,,370.0,2m,1.5,-2.4,260.0,130.0,42m,3.0,-0.3999999999999999,210.0,620.0,6m,2.5,-0.2999999999999998,190.0,640.0,33m,2.5,-1.5999999999999999,540.0,620.0,27m,2.8000000000000003,-2.6,870.0,,,,,,770.0,45m,3.5,-1.0999999999999996,910.0,640,9m,1.1,-0.6999999999999997,100,180,54m,3.2,-1.5999999999999999,640,,,,,,660.0,42m,2.0,-1.1999999999999997,390.0,190.0,31m,0.2,-0.3999999999999999,630.0,310,56m,3.1,-2.0999999999999996,370,710.0,17m,1.1,-1.9,550.0,4,COMPLETE
169,169,,2025-05-29 23:27:34.235730,2025-05-29 23:27:35.226155,0 days 00:00:00.990425,,,,,,130.0,56m,1.1,-3.5,410.0,,,,,,20.0,48m,2.7,-0.6999999999999997,150.0,690.0,25m,3.0,-1.5,580.0,,,,,,,,,,,840.0,33m,2.1,-0.8999999999999999,580.0,530,39m,1.3,-0.5,730,210,33m,3.4000000000000004,-0.5999999999999996,820,,,,,,760.0,21m,1.5,-0.19999999999999973,510.0,,,,,,620,50m,2.9000000000000004,-2.4,270,800.0,25m,0.6000000000000001,-2.8,600.0,3,FAIL
170,170,-3.7234155163937825,2025-05-29 23:27:35.235343,2025-05-29 23:27:36.188263,0 days 00:00:00.952920,,,,,,120.0,26m,0.7000000000000001,-2.5,420.0,,,,,,490.0,5m,2.7,-0.6999999999999997,130.0,740.0,58m,3.0,-1.7999999999999998,650.0,,,,,,,,,,,320.0,57m,2.1,-0.8999999999999999,370.0,770,58m,1.3,-0.5,60,120,50m,3.5,-0.5999999999999996,820,,,,,,380.0,21m,2.7,-1.5,270.0,,,,,,470,1m,2.9000000000000004,-2.4,280,910.0,45m,0.6000000000000001,-2.8,600.0,3,COMPLETE
171,171,,2025-05-29 23:27:36.193111,2025-05-29 23:27:37.134507,0 days 00:00:00.941396,,,,,,200.0,56m,0.9,-2.8,220.0,,,,,,560.0,29m,3.2,-0.19999999999999973,800.0,970.0,51m,2.7,-2.0,570.0,,,,,,,,,,,740.0,33m,2.2,-0.3999999999999999,800.0,570,53m,1.4000000000000001,-1.0999999999999996,740,210,38m,3.4000000000000004,-0.8999999999999999,10,,,,,,760.0,43m,1.6,-1.5999999999999999,590.0,,,,,,520,58m,3.0,-1.2999999999999998,340,800.0,36m,0.7000000000000001,-1.4,440.0,3,FAIL
172,172,3.2845281934868704,2025-05-29 23:27:37.140639,2025-05-29 23:27:38.124191,0 days 00:00:00.983552,,,,,,190.0,56m,0.9,-3.1,380.0,,,,,,720.0,29m,3.2,-0.19999999999999973,730.0,320.0,36m,1.8,-2.0,580.0,,,,,,,,,,,840.0,44m,2.2,-0.6999999999999997,580.0,510,24m,1.2000000000000002,-1.9,730,210,19m,3.4000000000000004,-1.5,20,,,,,,490.0,14m,1.5,-1.5999999999999999,590.0,,,,,,400,12m,3.0,-1.2999999999999998,420,800.0,5m,1.4000000000000001,-1.4,440.0,3,COMPLETE
173,173,3.7028368546286994,2025-05-29 23:27:38.124191,2025-05-29 23:27:38.828218,0 days 00:00:00.704027,,,,,,40.0,26m,1.1,-3.5,210.0,,,,,,,,,,,680.0,52m,2.6,-1.7,190.0,,,,,,,,,,,550.0,33m,2.9000000000000004,-0.3999999999999999,470.0,750,25m,1.5,-0.8999999999999999,30,60,40m,2.0,-1.4,770,,,,,,,,,,,,,,,,270,50m,3.2,-1.5999999999999999,460,,,,,,2,COMPLETE
174,174,1.3102916547396488,2025-05-29 23:27:38.836964,2025-05-29 23:27:39.571903,0 days 00:00:00.734939,,,,,,60.0,26m,1.3,-3.4,230.0,,,,,,,,,,,690.0,52m,2.6,-1.7,180.0,,,,,,,,,,,550.0,3m,2.9000000000000004,-1.0,480.0,720,25m,1.5,-1.0999999999999996,40,50,38m,1.7000000000000002,-1.4,740,,,,,,,,,,,,,,,,500,50m,3.4000000000000004,-1.5999999999999999,460,,,,,,2,COMPLETE
175,175,1.7674650668564693,2025-05-29 23:27:39.571903,2025-05-29 23:27:40.297247,0 days 00:00:00.725344,,,,,,40.0,40m,1.2000000000000002,-3.4,180.0,,,,,,,,,,,590.0,16m,2.8000000000000003,-1.5,190.0,,,,,,,,,,,600.0,33m,3.0,-0.7999999999999998,440.0,720,53m,1.4000000000000001,-0.7999999999999998,20,30,40m,2.1,-0.8999999999999999,850,,,,,,,,,,,,,,,,250,50m,3.2,-1.5,500,,,,,,2,COMPLETE
176,176,-2.7870183425609234,2025-05-29 23:27:40.305680,2025-05-29 23:27:41.001629,0 days 00:00:00.695949,,,,,,160.0,30m,1.1,-2.0999999999999996,300.0,,,,,,,,,,,680.0,32m,3.2,-1.5999999999999999,130.0,,,,,,,,,,,550.0,14m,2.7,-0.19999999999999973,520.0,760,39m,1.6,-0.8999999999999999,80,100,41m,2.4000000000000004,-1.2999999999999998,720,,,,,,,,,,,,,,,,190,58m,3.3000000000000003,-1.4,340,,,,,,2,COMPLETE
177,177,3.1457093488075825,2025-05-29 23:27:41.011996,2025-05-29 23:27:41.776389,0 days 00:00:00.764393,,,,,,70.0,26m,1.1,-2.7,220.0,,,,,,,,,,,610.0,52m,2.3000000000000003,-1.4,90.0,,,,,,,,,,,590.0,33m,2.5,-0.3999999999999999,460.0,880,25m,1.4000000000000001,-1.0,430,70,40m,2.0,-1.5,760,,,,,,,,,,,,,,,,260,6m,3.3000000000000003,-1.7,390,,,,,,2,COMPLETE
178,178,6.213690297004908,2025-05-29 23:27:41.786721,2025-05-29 23:27:42.797977,0 days 00:00:01.011256,,,,,,10.0,50m,1.0,-0.09999999999999964,400.0,,,,,,470.0,24m,2.6,0.0,70.0,710.0,49m,2.7,-0.09999999999999964,150.0,,,,,,,,,,,630.0,30m,3.3000000000000003,0.0,500.0,750,8m,1.3,-0.6999999999999997,120,140,33m,3.2,-1.1999999999999997,700,,,,,,760.0,55m,2.4000000000000004,-0.2999999999999998,490.0,,,,,,280,19m,3.0,-1.2999999999999998,360,470.0,25m,1.3,-2.4,520.0,3,COMPLETE
179,179,,2025-05-29 23:27:42.800917,2025-05-29 23:27:43.838791,0 days 00:00:01.037874,,,,,,320.0,50m,0.5,-0.09999999999999964,400.0,,,,,,450.0,49m,2.6,0.0,60.0,150.0,25m,2.7,-0.09999999999999964,790.0,,,,,,,,,,,670.0,30m,3.2,-0.09999999999999964,550.0,580,14m,1.3,-0.5999999999999996,160,150,33m,3.3000000000000003,-0.6999999999999997,710,,,,,,690.0,28m,2.4000000000000004,0.0,510.0,,,,,,530,19m,2.7,-1.2999999999999998,360,410.0,49m,1.3,-2.4,520.0,3,FAIL
180,180,3.7301384578383834,2025-05-29 23:27:43.849086,2025-05-29 23:27:44.914933,0 days 00:00:01.065847,,,,,,450.0,50m,0.5,0.0,410.0,,,,,,450.0,26m,2.6,0.0,40.0,770.0,24m,2.7,-0.09999999999999964,790.0,,,,,,,,,,,630.0,39m,3.4000000000000004,0.0,550.0,440,14m,1.2000000000000002,-0.5999999999999996,110,150,2m,3.3000000000000003,-0.6999999999999997,700,,,,,,760.0,55m,2.4000000000000004,-0.5999999999999996,510.0,,,,,,530,19m,2.7,-1.2999999999999998,360,490.0,36m,1.3,-2.4,520.0,3,COMPLETE
181,181,2.5215882065942816,2025-05-29 23:27:44.925132,2025-05-29 23:27:45.983700,0 days 00:00:01.058568,,,,,,460.0,50m,0.5,-0.09999999999999964,420.0,,,,,,450.0,24m,2.5,-0.09999999999999964,30.0,830.0,24m,2.7,-0.09999999999999964,820.0,,,,,,,,,,,640.0,39m,3.3000000000000003,-0.09999999999999964,630.0,430,8m,1.1,-0.6999999999999997,120,150,2m,3.3000000000000003,-0.5999999999999996,650,,,,,,690.0,55m,2.4000000000000004,-0.19999999999999973,480.0,,,,,,530,19m,2.7,-1.1999999999999997,360,420.0,36m,1.2000000000000002,-2.4,520.0,3,COMPLETE
182,182,0.5149984232304405,2025-05-29 23:27:45.983700,2025-05-29 23:27:47.079488,0 days 00:00:01.095788,,,,,,430.0,50m,0.6000000000000001,-0.09999999999999964,400.0,,,,,,390.0,24m,2.3000000000000003,0.0,70.0,760.0,24m,2.9000000000000004,-0.09999999999999964,800.0,,,,,,,,,,,620.0,30m,3.2,-0.19999999999999973,560.0,640,8m,1.3,-0.5999999999999996,110,130,2m,3.1,-0.7999999999999998,700,,,,,,720.0,55m,2.6,-0.19999999999999973,510.0,,,,,,570,19m,2.3000000000000003,-1.0999999999999996,320,460.0,25m,1.3,-2.5,490.0,3,COMPLETE
183,183,5.180405619827922,2025-05-29 23:27:47.084764,2025-05-29 23:27:48.195435,0 days 00:00:01.110671,,,,,,20.0,50m,0.5,0.0,360.0,,,,,,360.0,26m,2.6,-0.3999999999999999,110.0,800.0,25m,2.7,-0.19999999999999973,700.0,,,,,,,,,,,670.0,18m,3.4000000000000004,-0.2999999999999998,590.0,490,14m,1.0,-0.7999999999999998,150,170,33m,3.4000000000000004,-0.5,670,,,,,,620.0,12m,2.5,-0.3999999999999999,430.0,,,,,,510,19m,2.0,-1.4,300,450.0,49m,1.1,-2.3,390.0,3,COMPLETE
184,184,0.08136345600281136,2025-05-29 23:27:48.195435,2025-05-29 23:27:49.304174,0 days 00:00:01.108739,,,,,,10.0,6m,0.4,-0.2999999999999998,360.0,,,,,,360.0,51m,2.8000000000000003,-0.3999999999999999,100.0,810.0,25m,2.5,-0.19999999999999973,700.0,,,,,,,,,,,740.0,25m,3.3000000000000003,-0.5,610.0,490,59m,1.1,-0.7999999999999998,140,170,37m,3.4000000000000004,-1.7,670,,,,,,590.0,12m,2.5,-0.2999999999999998,440.0,,,,,,600,35m,2.1,-1.4,300,460.0,49m,0.9,-2.6,400.0,3,COMPLETE
185,185,-1.323209783652652,2025-05-29 23:27:49.312884,2025-05-29 23:27:50.416636,0 days 00:00:01.103752,,,,,,90.0,33m,0.30000000000000004,0.0,380.0,,,,,,470.0,26m,2.7,-0.19999999999999973,30.0,790.0,49m,2.7,-0.2999999999999998,750.0,,,,,,,,,,,640.0,30m,3.4000000000000004,0.0,590.0,440,14m,1.0,-0.6999999999999997,160,140,33m,3.3000000000000003,-0.5,620,,,,,,620.0,12m,2.2,-0.3999999999999999,470.0,,,,,,510,19m,2.2,-1.2999999999999998,340,470.0,2m,1.1,-2.2,580.0,3,COMPLETE
186,186,-5.54065612132426,2025-05-29 23:27:50.432674,2025-05-29 23:27:51.495471,0 days 00:00:01.062797,,,,,,330.0,50m,0.5,-0.19999999999999973,410.0,,,,,,290.0,11m,2.6,-0.2999999999999998,150.0,750.0,3m,2.8000000000000003,-0.19999999999999973,670.0,,,,,,,,,,,660.0,18m,3.5,0.0,540.0,540,14m,1.2000000000000002,-0.7999999999999998,120,200,33m,3.2,-0.5,710,,,,,,760.0,28m,2.3000000000000003,-0.5999999999999996,520.0,,,,,,540,19m,2.0,-1.1999999999999997,270,480.0,49m,1.5,-2.3,460.0,3,COMPLETE
187,187,-0.9200486023934124,2025-05-29 23:27:51.506233,2025-05-29 23:27:52.550427,0 days 00:00:01.044194,,,,,,10.0,27m,0.1,0.0,440.0,,,,,,400.0,26m,2.4000000000000004,-0.5,60.0,850.0,51m,2.6,0.0,900.0,,,,,,,,,,,670.0,18m,3.4000000000000004,0.0,330.0,390,14m,1.2000000000000002,-0.5999999999999996,150,100,33m,3.5,-0.3999999999999999,680,,,,,,630.0,20m,2.5,0.0,430.0,,,,,,480,53m,2.2,-1.4,400,410.0,36m,1.0,-2.3,530.0,3,COMPLETE
188,188,2.1109350131635836,2025-05-29 23:27:52.563113,2025-05-29 23:27:53.607337,0 days 00:00:01.044224,,,,,,80.0,4m,0.7000000000000001,-0.19999999999999973,330.0,,,,,,330.0,1m,2.7,0.0,120.0,720.0,26m,1.4000000000000001,0.0,740.0,,,,,,,,,,,710.0,52m,3.4000000000000004,-0.09999999999999964,500.0,450,9m,1.3,-0.5,180,160,25m,3.4000000000000004,-0.8999999999999999,580,,,,,,800.0,53m,2.9000000000000004,-0.3999999999999999,560.0,,,,,,350,34m,2.1,-1.2999999999999998,320,500.0,25m,1.3,-2.0999999999999996,610.0,3,COMPLETE
189,189,2.3889352862010362,2025-05-29 23:27:53.612632,2025-05-29 23:27:54.668789,0 days 00:00:01.056157,,,,,,800.0,5m,0.2,0.0,390.0,,,,,,10.0,49m,2.5,-0.3999999999999999,100.0,780.0,25m,2.7,-0.3999999999999999,790.0,,,,,,,,,,,810.0,56m,3.3000000000000003,-0.09999999999999964,570.0,470,18m,0.8,-0.8999999999999999,80,120,23m,3.2,-1.1999999999999997,680,,,,,,710.0,55m,2.6,-0.19999999999999973,490.0,,,,,,520,22m,2.4000000000000004,-1.5,380,380.0,15m,0.7000000000000001,-2.4,650.0,3,COMPLETE
190,190,-6.071836441483874,2025-05-29 23:27:54.668789,2025-05-29 23:27:55.748903,0 days 00:00:01.080114,,,,,,500.0,50m,0.6000000000000001,-0.09999999999999964,360.0,,,,,,440.0,25m,0.2,-0.09999999999999964,50.0,730.0,39m,2.9000000000000004,-0.09999999999999964,770.0,,,,,,,,,,,770.0,32m,3.2,-0.2999999999999998,810.0,510,45m,0.9,-0.6999999999999997,690,600,56m,3.3000000000000003,-0.6999999999999997,740,,,,,,690.0,1m,2.2,-0.7999999999999998,400.0,,,,,,450,56m,2.3000000000000003,-1.0,360,520.0,23m,0.8,-2.0,570.0,3,COMPLETE
191,191,0.9540298046200019,2025-05-29 23:27:55.758210,2025-05-29 23:27:56.858256,0 days 00:00:01.100046,,,,,,120.0,23m,1.0,0.0,850.0,,,,,,370.0,26m,2.6,-0.19999999999999973,180.0,150.0,4m,2.4000000000000004,-0.19999999999999973,710.0,,,,,,,,,,,820.0,8m,1.4000000000000001,-1.1999999999999997,280.0,570,44m,1.2000000000000002,-0.19999999999999973,190,180,6m,3.1,-0.6999999999999997,700,,,,,,650.0,10m,2.4000000000000004,-0.09999999999999964,300.0,,,,,,550,37m,2.8000000000000003,-2.8,290,440.0,18m,1.1,-1.7999999999999998,550.0,3,COMPLETE
192,192,4.939960433810416,2025-05-29 23:27:56.858256,2025-05-29 23:27:58.250788,0 days 00:00:01.392532,,,,,,40.0,21m,0.8,-0.2999999999999998,470.0,240.0,52m,0.5,-1.5,330.0,550.0,34m,2.2,-0.09999999999999964,140.0,890.0,49m,2.8000000000000003,-0.3999999999999999,630.0,770.0,10m,1.5,-1.9,700.0,,,,,,570.0,28m,3.1,-0.2999999999999998,400.0,490,9m,1.0,-1.0,130,140,17m,3.3000000000000003,-0.3999999999999999,620,,,,,,880.0,11m,2.3000000000000003,-0.3999999999999999,600.0,590.0,32m,0.6000000000000001,-1.2999999999999998,830.0,460,42m,3.1,-2.6,250,760.0,53m,0.9,-2.2,510.0,4,COMPLETE
193,193,-0.4229200883372813,2025-05-29 23:27:58.250788,2025-05-29 23:27:59.636666,0 days 00:00:01.385878,,,,,,300.0,32m,0.8,-0.2999999999999998,480.0,210.0,52m,0.5,-1.5,320.0,550.0,34m,2.1,-0.2999999999999998,150.0,880.0,49m,3.4000000000000004,-0.3999999999999999,640.0,800.0,10m,1.7000000000000002,-1.9,700.0,,,,,,850.0,28m,3.1,-0.5999999999999996,400.0,860,26m,1.0,-1.0,530,80,17m,3.4000000000000004,-0.3999999999999999,610,,,,,,670.0,11m,2.3000000000000003,-1.2999999999999998,600.0,560.0,32m,0.6000000000000001,-1.2999999999999998,890.0,420,42m,3.1,-2.6,210,760.0,53m,0.9,-2.0,630.0,4,COMPLETE
194,194,0.3930160624649444,2025-05-29 23:27:59.636666,2025-05-29 23:28:00.871260,0 days 00:00:01.234594,,,,,,30.0,19m,3.5,-2.8,500.0,90.0,28m,0.7000000000000001,-1.0,490.0,500.0,3m,2.2,-0.09999999999999964,170.0,710.0,9m,3.1,-0.2999999999999998,620.0,790.0,39m,0.5,-1.7,1000.0,,,,,,570.0,51m,3.1,-0.2999999999999998,360.0,580,38m,0.5,-1.1999999999999997,60,640,17m,0.1,-0.5999999999999996,650,,,,,,870.0,48m,2.8000000000000003,-0.3999999999999999,690.0,770.0,39m,1.1,-0.8999999999999999,850.0,450,42m,0.5,-2.6,250,830.0,16m,0.8,-2.2,380.0,4,COMPLETE
195,195,2.525469291670682,2025-05-29 23:28:00.871260,2025-05-29 23:28:01.917289,0 days 00:00:01.046029,,,,,,450.0,21m,0.4,-0.19999999999999973,460.0,,,,,,570.0,34m,2.0,-0.09999999999999964,130.0,900.0,49m,2.5,-0.2999999999999998,680.0,,,,,,,,,,,620.0,24m,3.5,-0.19999999999999973,510.0,500,9m,1.4000000000000001,-1.0,100,150,54m,3.3000000000000003,-1.5999999999999999,590,,,,,,890.0,11m,2.4000000000000004,-0.5,450.0,,,,,,320,25m,3.0,-2.7,310,540.0,6m,1.2000000000000002,-2.5,530.0,3,COMPLETE
196,196,3.444278796005042,2025-05-29 23:28:01.926095,2025-05-29 23:28:02.948231,0 days 00:00:01.022136,,,,,,30.0,21m,0.9,-0.3999999999999999,420.0,,,,,,470.0,48m,2.3000000000000003,-0.19999999999999973,90.0,960.0,15m,2.8000000000000003,-0.09999999999999964,560.0,,,,,,,,,,,510.0,28m,3.2,-0.6999999999999997,420.0,450,12m,1.1,-0.7999999999999998,130,120,54m,3.2,-0.2999999999999998,670,,,,,,780.0,39m,2.1,-0.5999999999999996,530.0,,,,,,500,3m,3.1,-1.4,260,720.0,21m,1.0,-2.6,510.0,3,COMPLETE
197,197,3.4704443486558763,2025-05-29 23:28:02.956542,2025-05-29 23:28:03.999142,0 days 00:00:01.042600,,,,,,400.0,43m,0.6000000000000001,-0.09999999999999964,400.0,,,,,,600.0,31m,2.8000000000000003,0.0,210.0,800.0,24m,2.6,-0.5,630.0,,,,,,,,,,,610.0,39m,3.3000000000000003,-0.2999999999999998,390.0,410,15m,1.3,-0.8999999999999999,150,180,31m,3.4000000000000004,-0.2999999999999998,620,,,,,,590.0,24m,3.3000000000000003,-0.2999999999999998,630.0,,,,,,480,55m,2.9000000000000004,-2.3,690,760.0,50m,3.3000000000000003,-2.3,590.0,3,COMPLETE
198,198,4.80578088984583,2025-05-29 23:28:04.007058,2025-05-29 23:28:05.071590,0 days 00:00:01.064532,,,,,,60.0,49m,0.5,-2.5,370.0,,,,,,520.0,17m,2.6,-0.3999999999999999,110.0,120.0,19m,2.7,-1.5,660.0,,,,,,,,,,,640.0,36m,1.2000000000000002,0.0,640.0,490,9m,1.0,-0.7999999999999998,170,140,14m,3.5,-0.6999999999999997,880,,,,,,920.0,19m,2.0,-0.5,750.0,,,,,,630,40m,3.2,-1.1999999999999997,350,580.0,41m,1.3,-2.0999999999999996,540.0,3,COMPLETE
199,199,3.818275547051411,2025-05-29 23:28:05.071590,2025-05-29 23:28:06.226968,0 days 00:00:01.155378,,,,,,70.0,35m,1.0,-2.3,340.0,,,,,,530.0,42m,2.4000000000000004,-0.5,110.0,110.0,19m,2.5,-1.5999999999999999,650.0,,,,,,,,,,,680.0,36m,1.2000000000000002,-0.8999999999999999,590.0,540,9m,0.7000000000000001,-0.7999999999999998,200,110,51m,3.5,-1.2999999999999998,890,,,,,,910.0,19m,2.0,-0.2999999999999998,770.0,,,,,,660,47m,3.2,-1.0999999999999996,230,580.0,41m,1.2000000000000002,-2.0999999999999996,480.0,3,COMPLETE
